Combined_Key	Country_Region	Population
Wythe, Virginia, US	US	28684
York, Virginia, US	US	68280
Alexandria, Virginia, US	US	159428
Bristol, Virginia, US	US	16762
Buena Vista, Virginia, US	US	6478
Charlottesville, Virginia, US	US	47266
Chesapeake, Virginia, US	US	244835
Colonial Heights, Virginia, US	US	17370
Covington, Virginia, US	US	5538
Danville, Virginia, US	US	40044
Emporia, Virginia, US	US	5346
Fairfax City, Virginia, US	US	24019
Falls Church, Virginia, US	US	14617
Franklin City, Virginia, US	US	7967
Fredericksburg, Virginia, US	US	29036
Galax, Virginia, US	US	6347
Hampton, Virginia, US	US	134510
Harrisonburg, Virginia, US	US	53016
Hopewell, Virginia, US	US	22529
Lexington, Virginia, US	US	7446
Lynchburg, Virginia, US	US	82168
Manassas, Virginia, US	US	41085
Manassas Park, Virginia, US	US	17478
Martinsville, Virginia, US	US	12554
Newport News, Virginia, US	US	179225
Norfolk, Virginia, US	US	242742
Norton, Virginia, US	US	3981
Petersburg, Virginia, US	US	31346
Poquoson, Virginia, US	US	12271
Portsmouth, Virginia, US	US	94398
Radford, Virginia, US	US	18249
Richmond City, Virginia, US	US	230436
Roanoke City, Virginia, US	US	99143
Salem, Virginia, US	US	25301
Staunton, Virginia, US	US	24932
Suffolk, Virginia, US	US	92108
Virginia Beach, Virginia, US	US	449974
Waynesboro, Virginia, US	US	22630
Williamsburg, Virginia, US	US	14954
Winchester, Virginia, US	US	28078
Adams, Washington, US	US	19983
Asotin, Washington, US	US	22582
Benton, Washington, US	US	204390
Chelan, Washington, US	US	77200
Clallam, Washington, US	US	77331
Clark, Washington, US	US	488241
Columbia, Washington, US	US	3985
Cowlitz, Washington, US	US	110593
Douglas, Washington, US	US	43429
Ferry, Washington, US	US	7627
Franklin, Washington, US	US	95222
Garfield, Washington, US	US	2225
Grant, Washington, US	US	97733
Grays Harbor, Washington, US	US	75061
Island, Washington, US	US	85141
Jefferson, Washington, US	US	32221
King, Washington, US	US	2252782
Kitsap, Washington, US	US	271473
Kittitas, Washington, US	US	47935
Klickitat, Washington, US	US	22425
Lewis, Washington, US	US	80707
Lincoln, Washington, US	US	10939
Mason, Washington, US	US	66768
Okanogan, Washington, US	US	42243
Pacific, Washington, US	US	22471
Pend Oreille, Washington, US	US	13724
Pierce, Washington, US	US	904980
San Juan, Washington, US	US	17582
Skagit, Washington, US	US	129205
Skamania, Washington, US	US	12083
Snohomish, Washington, US	US	822083
Spokane, Washington, US	US	522798
Stevens, Washington, US	US	45723
Thurston, Washington, US	US	290536
Wahkiakum, Washington, US	US	4488
Walla Walla, Washington, US	US	60760
Whatcom, Washington, US	US	229247
Whitman, Washington, US	US	50104
Yakima, Washington, US	US	250873
Barbour, West Virginia, US	US	16441
Berkeley, West Virginia, US	US	119171
Boone, West Virginia, US	US	21457
Braxton, West Virginia, US	US	13957
Brooke, West Virginia, US	US	21939
Cabell, West Virginia, US	US	91945
Calhoun, West Virginia, US	US	7109
Clay, West Virginia, US	US	8508
Doddridge, West Virginia, US	US	8448
Fayette, West Virginia, US	US	42406
Gilmer, West Virginia, US	US	7823
Grant, West Virginia, US	US	11568
Greenbrier, West Virginia, US	US	34662
Hampshire, West Virginia, US	US	23175
Hancock, West Virginia, US	US	28810
Hardy, West Virginia, US	US	13776
Harrison, West Virginia, US	US	67256
Jackson, West Virginia, US	US	28576
Jefferson, West Virginia, US	US	57146
Kanawha, West Virginia, US	US	178124
Lewis, West Virginia, US	US	15907
Lincoln, West Virginia, US	US	20409
Logan, West Virginia, US	US	32019
McDowell, West Virginia, US	US	17624
Marion, West Virginia, US	US	56072
Marshall, West Virginia, US	US	30531
Mason, West Virginia, US	US	26516
Mercer, West Virginia, US	US	58758
Mineral, West Virginia, US	US	26868
Mingo, West Virginia, US	US	23424
Monongalia, West Virginia, US	US	105612
Monroe, West Virginia, US	US	13275
Morgan, West Virginia, US	US	17884
Nicholas, West Virginia, US	US	24496
Ohio, West Virginia, US	US	41411
Pendleton, West Virginia, US	US	6969
Pleasants, West Virginia, US	US	7460
Pocahontas, West Virginia, US	US	8247
Preston, West Virginia, US	US	33432
Putnam, West Virginia, US	US	56450
Raleigh, West Virginia, US	US	73361
Randolph, West Virginia, US	US	28695
Ritchie, West Virginia, US	US	9554
Roane, West Virginia, US	US	13688
Summers, West Virginia, US	US	12573
Taylor, West Virginia, US	US	16695
Tucker, West Virginia, US	US	6839
Tyler, West Virginia, US	US	8591
Upshur, West Virginia, US	US	24176
Wayne, West Virginia, US	US	39402
Webster, West Virginia, US	US	8114
Wetzel, West Virginia, US	US	15065
Wirt, West Virginia, US	US	5821
Wood, West Virginia, US	US	83518
Wyoming, West Virginia, US	US	20394
Adams, Wisconsin, US	US	20220
Ashland, Wisconsin, US	US	15562
Barron, Wisconsin, US	US	45244
Bayfield, Wisconsin, US	US	15036
Brown, Wisconsin, US	US	264542
Buffalo, Wisconsin, US	US	13031
Burnett, Wisconsin, US	US	15414
Calumet, Wisconsin, US	US	50089
Chippewa, Wisconsin, US	US	64658
Clark, Wisconsin, US	US	34774
Columbia, Wisconsin, US	US	57532
Crawford, Wisconsin, US	US	16131
Dane, Wisconsin, US	US	546695
Dodge, Wisconsin, US	US	87839
Door, Wisconsin, US	US	27668
Douglas, Wisconsin, US	US	43150
Dunn, Wisconsin, US	US	45368
Eau Claire, Wisconsin, US	US	104646
Florence, Wisconsin, US	US	4295
Fond du Lac, Wisconsin, US	US	103403
Forest, Wisconsin, US	US	9004
Grant, Wisconsin, US	US	51439
Green, Wisconsin, US	US	36960
Green Lake, Wisconsin, US	US	18913
Iowa, Wisconsin, US	US	23678
Iron, Wisconsin, US	US	5687
Jackson, Wisconsin, US	US	20643
Jefferson, Wisconsin, US	US	84769
Juneau, Wisconsin, US	US	26687
Kenosha, Wisconsin, US	US	169561
Kewaunee, Wisconsin, US	US	20434
La Crosse, Wisconsin, US	US	118016
Lafayette, Wisconsin, US	US	16665
Langlade, Wisconsin, US	US	19189
Lincoln, Wisconsin, US	US	27593
Manitowoc, Wisconsin, US	US	78981
Marathon, Wisconsin, US	US	135692
Marinette, Wisconsin, US	US	40350
Marquette, Wisconsin, US	US	15574
Menominee, Wisconsin, US	US	4556
Milwaukee, Wisconsin, US	US	945726
Monroe, Wisconsin, US	US	46253
Oconto, Wisconsin, US	US	37930
Oneida, Wisconsin, US	US	35595
Outagamie, Wisconsin, US	US	187885
Ozaukee, Wisconsin, US	US	89221
Pepin, Wisconsin, US	US	7287
Pierce, Wisconsin, US	US	42754
Polk, Wisconsin, US	US	43783
Portage, Wisconsin, US	US	70772
Price, Wisconsin, US	US	13351
Racine, Wisconsin, US	US	196311
Richland, Wisconsin, US	US	17252
Rock, Wisconsin, US	US	163354
Rusk, Wisconsin, US	US	14178
St. Croix, Wisconsin, US	US	90687
Sauk, Wisconsin, US	US	64442
Sawyer, Wisconsin, US	US	16558
Shawano, Wisconsin, US	US	40899
Sheboygan, Wisconsin, US	US	115340
Taylor, Wisconsin, US	US	20343
Trempealeau, Wisconsin, US	US	29649
Vernon, Wisconsin, US	US	30822
Vilas, Wisconsin, US	US	22195
Walworth, Wisconsin, US	US	103868
Washburn, Wisconsin, US	US	15720
Washington, Wisconsin, US	US	136034
Waukesha, Wisconsin, US	US	404198
Waupaca, Wisconsin, US	US	50990
Waushara, Wisconsin, US	US	24443
Winnebago, Wisconsin, US	US	171907
Wood, Wisconsin, US	US	72999
Albany, Wyoming, US	US	38880
Big Horn, Wyoming, US	US	11790
Campbell, Wyoming, US	US	46341
Carbon, Wyoming, US	US	14800
Converse, Wyoming, US	US	13822
Crook, Wyoming, US	US	7584
Fremont, Wyoming, US	US	39261
Goshen, Wyoming, US	US	13211
Hot Springs, Wyoming, US	US	4413
Johnson, Wyoming, US	US	8445
Laramie, Wyoming, US	US	99500
Lincoln, Wyoming, US	US	19830
Natrona, Wyoming, US	US	79858
Niobrara, Wyoming, US	US	2356
Park, Wyoming, US	US	29194
Platte, Wyoming, US	US	8393
Sheridan, Wyoming, US	US	30485
Sublette, Wyoming, US	US	9831
Sweetwater, Wyoming, US	US	42343
Teton, Wyoming, US	US	23464
Uinta, Wyoming, US	US	20226
Washakie, Wyoming, US	US	7805
Weston, Wyoming, US	US	6927
